nama_tempat,user,review,rating
Mie Gacoan Bandung - Buah Batu,Angling Dharma,"Makanan murah, lumayan enak,  antrian panjang, kasir kadang salah menulis nama beberapa kali pernah order ternyata salah nama,   , lokasi terlalu di hook jalan padat",5
Mie Gacoan Bandung - Buah Batu,Salwa Haifa,makanannya enak rekomen sih terus harganya terjangkau,5
Mie Gacoan Bandung - Buah Batu,Roses Flower,"Pelayanan yg buruk,seharusnya mengatur antrian pembeli itu nomor 1,
Harus dibedakan kasir u/ dine in,take way dan order online, agar antrian jelas!
Tidak menunggu terlalu lama dan tidak mengantri berkali2 hanya u/ makan. …",2
Mie Gacoan Bandung - Buah Batu,Rizkiaa Rhyu,sangat memuaskan dan pelayanan paling cepat,5
Mie Gacoan Bandung - Buah Batu,Nova _,"Makanannyaaa murah, tp kualitas gamurahan. Well",5
Mie Gacoan Bandung - Buah Batu,TASSA. CO,"Untuk harga dan kualitas gausah diragukan lagi, pelayanannya juga oke banget.. tapi kurang suka sama pelayanan disaat kita udah beres baru diem bentar /masih banyak yg kosong langsung diambil piring2 yg sudah selesainya secara nge gas emang kaya ngusir secara halus tapi dengan nada tinggi. Tp gpp mungkin lelah:)",4
Mie Gacoan Bandung - Buah Batu,maynanda primadhiya,"Bintang 1 untuk tulang parkirnya. 2x saya kesana ga bener markirinnya, hari ini juga markirnya asal terus terus doang ternyata mobil saya ngegores trotoar. Bukannya minta maaf apalagi tanggung jawab, ditanya malah cengengesan. Maksudnya gmn nih? Makan kurang dari 100rb harus benerin mobil berkali kali lipat. Makasih gacoan",1
Mie Gacoan Bandung - Buah Batu,16_ khildasoroyajihan,"enak, ramah pelayanan nya",5
Mie Gacoan Bandung - Buah Batu,nita komalasari,Pelayanannya bagus,5
Mie Gacoan Bandung - Buah Batu,Syad MRAL,"Mie Gacoan, murah, enak, service cepat.
belum pernah kecewa dgn Mie Gacoan, so sesuai ekspektasi : memuaskan.
nilai tambah mungkin disini ada spot untuk parkir mobil, dimana sulit ditemuin di tempat mie gacoan lain.",5
Mie Gacoan Bandung - Buah Batu,zora aulia,Kasir name idnya ridwan layaninnya buruk banget orangnya ada difoto,1
Mie Gacoan Bandung - Buah Batu,N. Agustina Yasmin,"Saya udah antri duluan tapi di suruh waiting list dlu biar bisa dapet nomer meja, giliran pas yg lain antri gak di suruh waiting list dan langsung dapet nomer meja …",1
Mie Gacoan Bandung - Buah Batu,Raisya Aulput,"pelayanan baguss, ramah, cepet kalo ga penuh, suasana nyaa adem enak kalo lagi ga panas banget",5
Mie Gacoan Bandung - Buah Batu,Arya lufti,"Storenya rapih, crewnya melayani dengan ramah, makanan masih fresh dan hangat.",5
Mie Gacoan Bandung - Buah Batu,Nur Halimah,rasanya beda2  apalgi klo konsumen ny sdg mnbeludak pasti agk krg gmna gtu. trs utk toiletny ya ampun. coba feh dibanyakin lagi.. konsumen banyak bejibun toilet cwe cmn ad 2. mana kotor lagi😖 …,4
Mie Gacoan Bandung - Buah Batu,Adittya Firdaus,"Sangat baik, nyaman ketika makan",5
Mie Gacoan Bandung - Buah Batu,Najwa Silvia,Tempat nya nyaman pelayanan nya ramah,5
Mie Gacoan Bandung - Buah Batu,derakya d'lyoora,pertama kali pesen gacoan di sini suka bangett! dari fasilitas nya sampai ke pelayanannya mantap dehh. gacorrrr gacoan🔥🔥 …,5
Mie Gacoan Bandung - Buah Batu,Fahira Adriany,enak mantap euyyy,5
Mie Gacoan Bandung - Buah Batu,Abdillah Rahma,"pelayanannya baikk,ramah ramah,yang tentunya makanannya enak enakk the besttt dehh",5
Mie Gacoan Bandung - Buah Batu,Risky Arif Umar,"Oke tanpa ada waiting list cepet antriannya, cuma lama bangeet servis nya ga kaya di cipadung cepet …",4
Mie Gacoan Bandung - Buah Batu,Zia,"Gacoan buah batu best banget pokoknyaaa,👍👍👍 …",5
Mie Gacoan Bandung - Buah Batu,Rere C,"Harga affordable, gaakan ngeluh soal antrian, karna ya klo antri brarti udah tau dong rasanya gmna?✨
Cuma yg dikeluhin itu satu sih, pesanan salah😅 waktu itu pesen mie gacoan 2 …",4
Mie Gacoan Bandung - Buah Batu,Dinda Aprili,tempat nya rapih dan bersih,5
Mie Gacoan Bandung - Buah Batu,M Azril A,"Pelayanan baik, tempat bersih",5
Mie Gacoan Bandung - Buah Batu,Syilvia Mardhatillah,"Parkir motor tertera 2000, pas bayar ktnya 3000 mau ngelawan tp tukang parkirnya kaya preman 😭 tkt bgt …",4
Mie Gacoan Bandung - Buah Batu,Silva syawala Istipaiyah,"tempatnyaa nyaman bangett ,crew nya ramah ramahhh",5
Mie Gacoan Bandung - Buah Batu,gaffarny _,"Menurut  aku mah gacoan dibuah batu tu memang paling enak mantap,trus pelayannya juga bagus okey pokoknya yg terbaik deh buat gacoan dibuah batu",5
Mie Gacoan Bandung - Buah Batu,salwa salsabila,nunggu 3 jam ga dateng² shibal,2
Mie Gacoan Bandung - Buah Batu,Salwa Assyifa,"Tempat nya sangat nyaman dan suasana nya adem, makanan nya lumayan enak dan pelayanan nya sangat baik :)",5
Mie Gacoan Bandung - Buah Batu,Den Ardani AS.,"Makanan: enak
Pedas: wow
Harga: OK
Porsi: pas",5
Mie Gacoan Bandung - Buah Batu,Ranti Mutia Asri,"Tempatnya enak, nyaman",5
Mie Gacoan Bandung - Buah Batu,putri salwa,"tolong teliti lagi untuk membedakan level mienya atau beri tanda untuk membedakan, terimakasih🙏 …",4
Mie Gacoan Bandung - Buah Batu,Tiara Febriyani Xl mm 2,"tempatnya lumayan nyaman buat nongkrong, tempatnya luas makanannya not bad lahh , sama harganya juga terjangkau",5
Mie Gacoan Bandung - Buah Batu,Bagas Tulul,Tempatnya enak makanannya juga enak,5
Mie Gacoan Bandung - Buah Batu,Neng Aneu,"penyajian minuman disini pake glas plastik kalau di yang lain masih gelas kaca, kesini mesti bawa motor kalau pake mobil emang gak ada di semua outletnya. semua makanannya enak tempatnya nyaman. kamar mandi bersih cuma airnya pas kesana kaget g kluar airnya pas nunggu beberapa saat kluar airnya. penyajian gak nunggu lama.",5
Mie Gacoan Bandung - Buah Batu,Huang Huang,Makanan nya enak2 minuman nya jg seger.. suasana nya nyaman ya luas bgt ada taman nya..layanan nya ckup baik & ramah,5
Mie Gacoan Bandung - Buah Batu,Oshman Shomantri,"Tempat makan dan nongkrong yang asik, ramai dan menyenangkan karena setiap harinya selalu ramai dan sibuk banget, antriannya juga lumayan banget bahkan untuk bisa dapat nomor bangku kita harus nunggu dulu karena harus nunggu yangblain selesai (utk yang makan di tempat). Layanannya cukup baik dan tertib. Suasana",5
Mie Gacoan Bandung - Buah Batu,Fadlah Ulluwiyah,Tempat nya nyaman,5
Mie Gacoan Bandung - Buah Batu,Anies Nuraeni,"tempatnya enak, makanannya enak, p",5
Mie Gacoan Bandung - Buah Batu,Alia Fitriani,"Tempatnya panass bgt klo siang.. waiting list nya lama bgt pdhal pas diliat ternyata bnyak meja yg kosongg. Musiknya kenceng bat dahhh, jdi klo ngobrol ga kedengeran berasa ngobrol ama org yg tuli. Dan ketika waktu adzan musiknya tdk …",3
Mie Gacoan Bandung - Buah Batu,Zahra Ramadani,enak bangtttt ramahh bangtt,5
Mie Gacoan Bandung - Buah Batu,Gadis Aphp,waww makanannya enak banget,5
Mie Gacoan Bandung - Buah Batu,ai,"makanannya buat rasa yang enak harganya affordable, tempatnya juga comfy buat sambil nongkrong sama temen",5
Mie Gacoan Bandung - Buah Batu,Neni Suhaeni,Mienya enak bangett samaa suasana nya jugaa mantapp bikinn makann tuh serasa nyaman gtuu apalagi layanan nya ramah pkonyaaa baguss,5
Mie Gacoan Bandung - Buah Batu,kaniaaa Putri,enakkk banget waw,5
Mie Gacoan Bandung - Buah Batu,Erin Julyriani,tempatnya nyaman,5
Mie Gacoan Bandung - Buah Batu,Raisha nur Khoirunnisa,"Tempatnya luas,penyajian cepat.",5
Mie Gacoan Bandung - Buah Batu,Ripat F3 tv,"Baru buka lama banget  ngantrinya panjang,tapi makanannya enak sih murah juga mantap lah over all mantap",5
Mie Gacoan Bandung - Buah Batu,Siska almira1402,makanannya pas porsinya cukup enak,5
Mie Gacoan Bandung - Buah Batu,Salsabila Aurora,gacoan nya enak bgt,5
Mie Gacoan Bandung - Buah Batu,Handi Suyadi,"Tetap Saja Ramai

(Beli pada 26 Maret 2023) …",4
Mie Gacoan Bandung - Buah Batu,Dzaki Maulana,"Menang tempat, bisa parkir mobil.
Pelayanannya parah. Antri dine in disuruh pesen pas pesen di suruh antri ambil nomor meja. …",1
Mie Gacoan Bandung - Buah Batu,Agung Pangestu,Ini makanan yang bisa menyatukan keluarga,5
Mie Gacoan Bandung - Buah Batu,Cinta Sabrani,"Tempat sangat nyaman,pelayanan sangat ramah dan cepat,namun kamar mandi perempuan toiletnya rusak namun tidak ada pemberitahuan bahwa toilet tersebut rusak alhasil bak tidak dapat disiram karna klosetnya rusak,mohon segera di perbaiki agar konsumen lebih nyaman lagi❤️",5
Mie Gacoan Bandung - Buah Batu,Meilina _nfdlh,tempatnya bagus dan suasananya enak,5
Mie Gacoan Bandung - Buah Batu,Ketryn Nirmala,"baguss, pelayanan nya juga bagus",5
Mie Gacoan Bandung - Buah Batu,Sava Guesthouse,"Sudah bbrp wkt (brp thn ya?), masih rame terus sejak viral, gak musiman,
maantaap👍
Apa sih rahasianya????? …",4
Mie Gacoan Bandung - Buah Batu,salsha siti afifah,enak dan nyaman,5
Mie Gacoan Bandung - Buah Batu,zahra nicolaas,"Tempatnya mayan luas & mostly outdoor ya.. untungnya pas kesana ga ujan, pegawainya banyak banget, ngantrinya panjang tp ga terlalu lama sih, murahhhh sekali tp rasanya enak😍👌 mushalla nya kecil tp gapapa yg penting ada & kumplit sejadah mukenanya👍 …",5
Mie Gacoan Bandung - Buah Batu,Evie Safari,"Sangat mengecewakan.dingin.mie nya berasa mentah ga ada aroma dan rasa sama sekali dikemas TDK cukup apik minyak tembus kemana mana
Saya beli tgl 21 Mei di gacoan buah batu.tidak sesuai yg di bayangkan melihat …",1
Mie Gacoan Bandung - Buah Batu,lanita hotimah,"Memiliki layanan yg cepat dan baik,nyaman, serta rasa makanannya terupdate",5
Mie Gacoan Bandung - Buah Batu,Asri Muslimah Syamsi,"Selalu ramai.
Enak enak.",5
Mie Gacoan Bandung - Buah Batu,Ari Muhamad,Pelayanan lama karena antriannya panjang....belum lagi tolong buat Ojek Online itu digratiskan saja parkirnya...daripada jadi gesekan antara Parkir dan Para Driver Ojek Online...ini setiap ada orderan Gacoan kita mesti bayar 1000....belum …,1
Mie Gacoan Bandung - Buah Batu,teduh mufadhdhal,"Pelayanan jelek sekali, ada miskom sampai kota nunggu 1,5 jam sampe pesanannya datang. Mengecewakan",1
Mie Gacoan Bandung - Buah Batu,Yanti Bandung,enak bgt,5
Mie Gacoan Bandung - Buah Batu,Indriani 23,"Lama....
Masa ngedahuluin yang di bungkus, sampe numpuk makanan nya, buat yang makan di tempat di anggurin... …",2
Mie Gacoan Bandung - Buah Batu,Milaa Karr,makananya enak banget,5
Mie Gacoan Bandung - Buah Batu,Kang Seblak,"Mie iblis disini gatau kenapa kecapnya banyak dan saya suka, cuma minyaknya kebanyakan.. …",5
Mie Gacoan Bandung - Buah Batu,Thufailla Syahira,"bagus banget pelayanan nya, ramah-ramah. terus kondisi tempat nya adem. sukses terus gacosn bubat!!",5
Mie Gacoan Bandung - Buah Batu,rizki yanuar,pelayanannya sangat baik,5
Mie Gacoan Bandung - Buah Batu,Dhiya Nada,makanan nya enak,5
Mie Gacoan Bandung - Buah Batu,Levi Nuraeni,Enak banget please,5
Mie Gacoan Bandung - Buah Batu,Susi Khoerunisca,Pelayanan cepat,5
Mie Gacoan Bandung - Buah Batu,Najla Qholbiah,enak poll manis gurihnya pas,5
Mie Gacoan Bandung - Buah Batu,Putriii andriani Andriani,pelayanan nya bgus,5
Mie Gacoan Bandung - Buah Batu,Erly channel,Makanan enakk pelayanan ramah cepet next lagana trus gacoan bubat,5
Mie Gacoan Bandung - Buah Batu,Sakha 12,Makannya enak n murce,5
Mie Gacoan Bandung - Buah Batu,Sarah Savira,Mie nya enak. Jadi pengen ke sini lagi 😍 …,5
Mie Gacoan Bandung - Buah Batu,Imel Firgianti,"enaakk, minumannya pas , antriannya jadi ga lama , makananya cepet dateng",4
Mie Gacoan Bandung - Buah Batu,chrly william,enak bersih ramah ramah pelayanannya,5
Mie Gacoan Bandung - Buah Batu,Nisrina Aulia,"makanannya enakk! trus tempatnya juga enak, nyaman, cukup strategis. cocok buat nongkrong santai sama makan bareng temen! 😋🍽 …",5
Mie Gacoan Bandung - Buah Batu,Remaja Kematian,"Sumpah pelayanannya lelet bgt, ga profesional. Masa iya pesenan harus ditagih dulu baru dianter. Antri pesanan setengah jam, Nunggu makanan utama setengah jam, blm lagi makanan penutup harus nunggu satu jam. Masuk gacoan pukul 09.00, Jam …",1
Mie Gacoan Bandung - Buah Batu,supriatna prinx,"Ramenya pake banget, spertinya mie gacoan baru happening di bandung, yg di SBY dan semarang sdh dluan, tapi suasannya tetep sama di tiap gerainya, se rame apapun pekayannnya tetap cepat,, saluutt,,, de best",5
Mie Gacoan Bandung - Buah Batu,F,"Pelayanan kurang gercep, setengah jam baru beres",2
Mie Gacoan Bandung - Buah Batu,firman zainal,"Makin kesini makin kesana rasanya makin hari makin gak enak terakhir beli gak ada rasa garem sama sekali hambar rasa cabe doang btw pas beli jam 9 nan di bungkus, untuk rasa jauh banget sama pas awal buka , sekarang makin hambar gak enak ,ini yg kerahir saya beli gacoan",1
Mie Gacoan Bandung - Buah Batu,idd,"enak, gaada kurang nya jugaa, passs",5
Mie Gacoan Bandung - Buah Batu,hanari juanita putri,"bagus, pelayanan nya ramah tamah jaya",5
Mie Gacoan Bandung - Buah Batu,ELVA RAHMATIKA,"Untuk saat ini didalam kawasan sudah jauh lebih rapi, krn tdk ad pkl d halaman parkir masjid.
Masjid jd lebih bersih terawat.. …",4
Mie Gacoan Bandung - Buah Batu,ezra batee,"Honestly enak buat mie nya cuma sometimes mie nya kalo level 1 suka pedes bgt atau ga kurang pedes ga konsisten gitu , cuma ya itsokey si soalnya 10rb mau berharap apa ? Overall enak si",4
Mie Gacoan Bandung - Buah Batu,Vanny Rahmani,"lg liburan, iseng pesen mi gacoan buah batu karna terdekat pesan by kasir take away. tolong sikap kasirnya disosialisasikan kembali. harus ramah & tidak terburuburu. klo memang diwajibkan terburuburu diharapkan fokus. karna tidak ketelitian …",2
Mie Gacoan Bandung - Buah Batu,Nabila Fitriany,"Minuman sama makanan aku kena hujan karna duduk di semi outdoor tapi langsung diganti sama yg baru dong , Best bgt emg!!!
Dengan catatan: makanan & minuman ku belum kesentuh sama sekali ya jadi makanya digantiin",5
Mie Gacoan Bandung - Buah Batu,Aril Mustopa,mie nya enakk sama penyajiannya jugaa sekarang lumayan cepet yaa,5
Mie Gacoan Bandung - Buah Batu,Airish_caine,makanan nya enak enak,5
Mie Gacoan Bandung - Buah Batu,Dany Ramadhan Prasetya,sangat memuaskan dan pelayanannya sangat ramah,5
Mie Gacoan Bandung - Buah Batu,Nada Izzatuljannah,"Gacoan naikin harga per menu aja deh, daripada harus makan pake utensils yg ga bersih. …",2
Mie Gacoan Bandung - Buah Batu,DAFA GANTENG,tolong dtindak bagi manajemen gacoann bubat anda sudah bikin usaha t bdg tapi tidak adda toleransi bagi kami ojol dengan dtarif seribu per motor belum sipill biasa 2 rrbu …,1
Mie Gacoan Bandung - Buah Batu,Agung Izzul Haq,Makanannya enak tapi untuk pelayanan kurang dimana ketika ramai karyawan cenderung santai dan lalai. Tidak langsung membuat waiting list sehingga yg sudah mengantri lama harus mengantri lagi dari awal. Tempatnya mengikuti cuaca apabila …,3
Mie Gacoan Bandung - Buah Batu,ilham pradana,"Siomay dan udang kejunya enak, mie iblis manis gurih pedes terbaik, es genderuwo murah mantap dah. Tapi mie yang disajikan sudah dingin, kalau masih hangat pasti akan lebih nikmat lagi. Waiting list panjang dan intruksi kurang jelas jadi ngantri 2x, tapi untungnya walaupun panjang ternyata tidak terlalu lama.",5
Mie Gacoan Bandung - Buah Batu,Jihan,cepat dan ramah,5
Mie Gacoan Bandung - Buah Batu,Ujang Setiawan,Pelayanan bagus kualitas baguss Cell nya ramahhh,5
Mie Gacoan Bandung - Buah Batu,Andika April,Pelayanan yang sangat baik muantappp pwollll,5
Mie Gacoan Bandung - Buah Batu,Inka Crispy21,"Mie nya ga ada rasa sama sekali klo buat pangsit dan lainya oke rasanya enak,beda outlet mungkin beda pembuatanya kali ya,soalnya udah pernah dibeberpa outlet rasanya enak"" mienya masih oke berasa gurih asin manis ,klo ini hambar ga ada …",2
Mie Gacoan Bandung - Buah Batu,riani oktabella,"pelayanan nya ramah dan cepat, tempatnya luas dan nyaman untuk makan serta kebersihan nya juga sangat terjaga",5
Mie Gacoan Bandung - Buah Batu,azlina harra,makanannya dan pegawai nya ramah kurangnya cuman di mienya aja si makin kesini makin sedikit semoga di pertahankan ya gacoan sisanya bagus aja,5
Mie Gacoan Bandung - Buah Batu,meeira,"makanan nyaaa enak bangettttt 100000% harga nya cocok untuk pelajar, kalian wajibb cobaaa disinii okaii!! 😉😉😉😉 …",5
Mie Gacoan Bandung - Buah Batu,Ilham Alghifari,"enak, ga nunggu lama",4
Mie Gacoan Bandung - Buah Batu,rizki maulana,"Baru tau ternyata gacoan emang murah banget kalo dateng ketempat. Selama ini pesen online harga 18rb. Ternyata kalo ke tempat cuma 10rb haha. Btw gacoan sulit kalo bawa mobil, rekomen naik motor kalo mau kesini",5
Mie Gacoan Bandung - Buah Batu,Hilfi Nur Hafizha,"Kemarin Aku kesana sama temen, dilayani sama mbak kasir training dari Cirebon, saya kan mesen yg Dine in & take away juga pas pesen yang take away kan banyak nyebutin yang mie dulu dia emang awal jelasin agak baik katanya bill nya maximal …",2
Mie Gacoan Bandung - Buah Batu,9C Ana Yulia Sugiharto,Pelayanan nya sangat buruk!!!!karna gada yang jaga di depan (pintu masuk)orang langsung ngantri trs yang udh ngantri lama malah di suruh nunggu karna gada no meja padahal udah ngatri dari tadi HAHAHAHAHAHAHAH,1
Mie Gacoan Bandung - Buah Batu,keisyaa zahra nururochmah,"enak bgt, well!",5
Mie Gacoan Bandung - Buah Batu,Pebri Ali Topan,The best pokonamah enak!!!!,5
Mie Gacoan Bandung - Buah Batu,Mihus Ontamreh,Suasana tidak nyaman kalau order nunggunya trlalu lama buat para ojol itu merugi harus bayar parkir segala harusnya  kuaus buat para drever ojol itu parkirnya di gratisin soalnya jadi mengurangi jasa ongkir yg sudah murah haruS bayar parkir segala,1
Mie Gacoan Bandung - Buah Batu,Alya Anwar,enak nyaman tempatnya,5
Mie Gacoan Bandung - Buah Batu,Denna Radeswan,Sudah bagus mungkin di tambahkan live musik lebih baik dan tersedia area smoking untuk yang suka merokok,4
Mie Gacoan Bandung - Buah Batu,Wilman Satria N,"baik banget, enak euy",5
Mie Gacoan Bandung - Buah Batu,Naila Mujdzalifah,mantap karyawannya ramah,4
Mie Gacoan Bandung - Buah Batu,herdi irnansyah,Pekerja banyak tapi kerja nya malah becanda jadi lama,1
Mie Gacoan Bandung - Buah Batu,Fanny Feria,"2 kali makan disini tetep sama, pesen minumannya lama. sebaiknya minuman dulu yg dateng baru makanannya",2
Mie Gacoan Bandung - Buah Batu,Taufik Fathurahman,"Tentang pemesanan online kan udah ada ongkir dan biaya lain”,masa di tambah lagi biaya parkir semua gacoan begitu semoga bisa di atasi",1
Mie Gacoan Bandung - Buah Batu,Lukman M,Tempat yang enak untuk makan mie ayam,5
Mie Gacoan Bandung - Buah Batu,Allya Arta,"Jujur ya selama makan di mie gacoan buah batu,  baru kali ini dapat pelayanan nya kurang baik dari pihak maneger dan karyawan nya , masa iya telat mengantarkan makanan/minuman costumer langsung pergi dan tidak meminta maaf  kepada costumer, …",1
Mie Gacoan Bandung - Buah Batu,Keanu alfatih.S,Tempat nya cocok buat kumpul²,5
Mie Gacoan Bandung - Buah Batu,Olivia Dwi Rasfadhilla,sangat memuaskan dan pelayanannya sangat ramah.,5
Mie Gacoan Bandung - Buah Batu,Akun Bisnis,meja sedikit pengunjung banyak cuma yang di cabang ini beda sama yang di cabang lain nya. pelayan banyak aturan tapi pilih2 orang buat meja. yang udah dapet nomber gak boleh nempatin yang kosong di mana aja sedangkan yang belum dapet nomber …,3
Mie Gacoan Bandung - Buah Batu,Sri Novianti,"padahal posisinya malem jam 11 , tp orderan makanan hampir 1 jam lebih. lama bgt",3
Mie Gacoan Bandung - Buah Batu,Tini Kartini,Sudah tahu banyak pengunjung tapi meja sedikit. Nunggu 2 jam makan gak lebih dari 1 jam. Harusnya staff yg pegang waiting list menunggu di pintu ini malah keluyuran. Jadi harus antri lagi. Kenyang sama angin kalo nunggu. Buat makanannnya memang enak untungnya,3
Mie Gacoan Bandung - Buah Batu,Siti Nur Rohmah,Pelayanan ramah dan tempat luas serta bersih,5
Mie Gacoan Bandung - Buah Batu,Resti Lestari,"Seperti Gacoan lainnya, antrinya lamaaaa",5
Mie Gacoan Bandung - Buah Batu,Rizki Agustin,Sangat baik dan ramah pelayanan nya,5
Mie Gacoan Bandung - Buah Batu,Jihan Zaharani,"Tempatnya nyaman, pelayanan cepat ga perlu nunggu lama, mantap pokoknya",5
Mie Gacoan Bandung - Buah Batu,Ryan Riyadi,Salah satu cabang gacoan yg tempatnya luas di kota Bandung ada outdoor dan indoor nya tempatnya estetik buat foto2 namun klo siang hari  panas. untuk pelayanan kalian klo datang harus cepet ambil antrian untuk makan ditempat atau take away karena antriannya panjanggg bgtt,5
Mie Gacoan Bandung - Buah Batu,Dean Tri Juliansyah,"pelayannya cuek"", udh manggil keras"" tp ttp blm direspon, untuk makanannya oke sm suasananya juga pas, cuma ya itu min di pelayannya doang, untuk yg lainnya bagus",3
Mie Gacoan Bandung - Buah Batu,Niluh Putu Tasya Anggraeny,"Waktu dateng susah parkir mobil, parkir dpn mie gacoan bgt byrnya 10rb (pdhl ada tulisan mobil byr 3rb). Seharusnya parkir motor di atur sehingga rapi dan tidak terlalu makan tempat. …",1
Mie Gacoan Bandung - Buah Batu,Zaneta Anindya Rahma,Makan disini enakk terjangkau jugaa.. pokoknya rekomen bgtt kesini bareng temenn biar makannya makin seruu...,5
Mie Gacoan Bandung - Buah Batu,Aghnia Zahra,pelayanan nya sangat baik,5
Mie Gacoan Bandung - Buah Batu,Rizky Hendrawan,"Aman, layanannya bagus sukaa",5
Mie Gacoan Bandung - Buah Batu,Kirana,"tempatnya rapih dan nyaman, 100/10",5
Mie Gacoan Bandung - Buah Batu,Astrie Nova Rianti,"Kurangnya komunikasi staff waiting list untuk dine in. Harusnya ada yg stay buat nanya DI atw TA, udah antri di kasir pas mau transaksi ditanya sudah punya no WL?",3
Mie Gacoan Bandung - Buah Batu,Arsyianti Setiarani,"Mukena + sejadah dimushola nya please atuuuh dicuci minimal 3 hari sekali, udah bau banget itu.. Keset keringnya jg coba ditambahin. Management tolong perhatiin lagi setiap fasilitas di gacoan..",5
Mie Gacoan Bandung - Buah Batu,Neng Solihatunisa,Tempatnye enak Bess bngett dah,5
Mie Gacoan Bandung - Buah Batu,Arif Sophian,"soal rasa dan tempat memang sgt strategis dan nyaman, hanya saja pelayanannya super lambat.... …",4
Mie Gacoan Bandung - Buah Batu,Irda Zakia Dienul Hanifah,"enak 🤤, murah👊 dan pegawainya gantenk bgt🤩🤩 minusnya rame bgt ga cocok untuk kaum introvert yg males ketemu org *tapi kalo ganteng gpp* 💞💞💞💞💞💞 …",5
Mie Gacoan Bandung - Buah Batu,Lia,"Tempat ini akan menjadi salah satu tempat yang paling memorable buat saya. Dulu, saya kemari setelah melakukan interview kerja (akhirnya ditolak) yang saya tidak lalui dengan baik. Saya menghibur diri dengan makan, atmosfer yang ramai …",5
Mie Gacoan Bandung - Buah Batu,Yulianti Dewi,"Enak mantap pokonya ga kaleng kaleng deh apalagi pangsitnya harga kaki lima tapi soal rasa pokonya Bintang lima deh
Sekarang sih udah lumayan ga terlalu ngantri kalo beli ga kaya awal awal sampe nunggu berjam jam",5
Mie Gacoan Bandung - Buah Batu,eichiro roronoa,"Anda sedang mencari pengalaman makan mie yang lezat dan autentik di kota Bandung? Jangan lewatkan Mie Gacoan Buah Batu! Dengan citarasa yang khas dan hidangan yang memikat selera, Mie Gacoan Buah Batu menawarkan pengalaman kuliner yang tak …",5
Mie Gacoan Bandung - Buah Batu,Soohwa _,pelayanan nya baik tempat nya juga bersih dan nyaman,5
Mie Gacoan Bandung - Buah Batu,MOCHAMAD TAUFIK AGUNG PRIATNA,"recomended banget sih makanannya enak cuman fasilitaskurang,toilet gaada air,meja makan dikit, suasananya pengap bgt kalo ramai, gaadaparkir terpaksa mobil di pingir jalan tapi masih dimintain biaya",2
Mie Gacoan Bandung - Buah Batu,Choron TV,"Tempat nya nyaman, pelayanannya ramah dan rasanya pas.",5
Mie Gacoan Bandung - Buah Batu,ANGGARA yuda,Tempatnya enak nyamann,5
Mie Gacoan Bandung - Buah Batu,Sendy kagawaofficial,"pelayannanya parah ngantri dan nunggu bs 2 jaman buat online,hrsnya sistemnya kyk mcd dan wow,orderan msk bon lsg d buat bukan nunggu datang driver dlu baru bon d buat,sama d pisah semua buat ofline dan onlinenya,kasir,koki dan waiternya jd lbh cepet bukan d tumpuk2 satu tempat..",1
Mie Gacoan Bandung - Buah Batu,komala sari,"tempatnya nyamann, pelayanan nya sangat baikk menunya jugaa enakk",5
Mie Gacoan Bandung - Buah Batu,Risma Budiman,"Pelayanan sangat tidak ramah, padahal masih ada order online food, saya sudah diusir dan hanya bilang ""toko sudah tutup"" mau bungkus makanan yg abis juga ga ada greeting nya",1
Mie Gacoan Bandung - Buah Batu,Amilia Tresnawati,"Mienya khas pedasnya nampol banget.
Udang keju dan udang rambutannya juara. …",5
Mie Gacoan Bandung - Buah Batu,Bambang Sumanto,"Lumayanlah pelayanan dan sajiannya, lumayan lama bagi yg dalam kondisi lapar berat, karena antrian selalu panjang
Alangkah baiknya bila pintu kluar parkir posisi dibuat di jalan buah batu, sehingga bagi yg mau melanjutkan perjalanan lebih efisien, tidak perlu putar jauh",4
Mie Gacoan Bandung - Buah Batu,Wulan Agustina,"tempatnya nyaman , enak buat nongkrong sama temen",5
Mie Gacoan Bandung - Buah Batu,Khania Ulfah,"pelayanannya cepet, makanan dan minuman enak, parkirnya luass dan tempat strategis",5
Mie Gacoan Bandung - Buah Batu,silpiani setiani,"Bagi pecinta mie, menurut ku gacoan lebih enak sih dari mie yg pernah aku coba sebelumnya, worth it harga murah, enakkk pokonya udh terlalu sering ke gacoan sih kalo aku jd ya enak enak aja",5
Mie Gacoan Bandung - Buah Batu,Abdullah Zawawi,"Lama...sangat mengganggu bagi driver online...ongkir 6400/7200
Belum bayar parkir...antri nya bisa sampai 1 jam...belum jalan ke resto nya jauh dr titik kita terima order...#Sedih",1
Mie Gacoan Bandung - Buah Batu,28 28,Utk keseluruhan semua baik dr rasa harga pelayanan dan kebersihan ok hnya utk tarif parkir yg biasa 2000 utk kendaraan roda 2 tiba² naik menjadi 3000 tanpa karcis dan bgtu ditanya kenapa naik sy pikir Krn bln puasa di naikan tarif nya tp …,4
Mie Gacoan Bandung - Buah Batu,Adriyan Ramdhani,Gacoan buah batu the best 👍💯 …,5
Mie Gacoan Bandung - Buah Batu,Qireen Kirania,"tempat nya adem, pelayanan juga ramah cuma sedikit lama dalam pengambilan pesanan",5
Mie Gacoan Bandung - Buah Batu,Razkia Anindhita Syabani,"gacoan nya enaak,tempatnya bersihh",5
Mie Gacoan Bandung - Buah Batu,NaisylaPutriO NayPut,"tempat nya nyaman,pegawai nya ramah ramah",5
Mie Gacoan Bandung - Buah Batu,Alika Novsyalika,pelayanan nya cukup b,5
